location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21203,2020-01-01,ChIJpZomznDYQogRdXEb65zGXFM,Q506385,geoId/21203,US,United States of America,KY,Kentucky,21203,Rockcastle County,US,USA,2,,,,,,,16778,8183,8595,1860,2081,1977,1803,2275,2573,2168,1385,656,1846581,37.36,-84.32,824,72.9,,,,11.24,22.48,32.48,31.23,4.555556,0.32716,9.12963,0.0,,-2.388889,60.632075
US_KY_21203,2020-01-02,ChIJpZomznDYQogRdXEb65zGXFM,Q506385,geoId/21203,US,United States of America,KY,Kentucky,21203,Rockcastle County,US,USA,2,,,,,,,16778,8183,8595,1860,2081,1977,1803,2275,2573,2168,1385,656,1846581,37.36,-84.32,824,72.9,,,,,22.54,31.07,42.65,5.895062,1.432099,10.012346,0.0,,-0.701389,62.793693
US_KY_21203,2020-01-03,ChIJpZomznDYQogRdXEb65zGXFM,Q506385,geoId/21203,US,United States of America,KY,Kentucky,21203,Rockcastle County,US,USA,2,,,,,,,16778,8183,8595,1860,2081,1977,1803,2275,2573,2168,1385,656,1846581,37.36,-84.32,824,72.9,,,,17.51,28.6,32.68,47.27,10.62963,7.641975,12.574074,7.7216,,10.069444,96.532918
US_KY_21203,2020-01-04,ChIJpZomznDYQogRdXEb65zGXFM,Q506385,geoId/21203,US,United States of America,KY,Kentucky,21203,Rockcastle County,US,USA,2,,,,,,,16778,8183,8595,1860,2081,1977,1803,2275,2573,2168,1385,656,1846581,37.36,-84.32,824,72.9,,,,,27.95,25.35,47.45,7.567901,1.5,12.617284,7.7216,,6.069444,89.611255
US_KY_21203,2020-01-05,ChIJpZomznDYQogRdXEb65zGXFM,Q506385,geoId/21203,US,United States of America,KY,Kentucky,21203,Rockcastle County,US,USA,2,,,,,,,16778,8183,8595,1860,2081,1977,1803,2275,2573,2168,1385,656,1846581,37.36,-84.32,824,72.9,,,,,,22.64,40.88,2.820988,-0.790123,9.506173,0.677333,,-1.958333,70.797657
US_KY_21203,2020-01-06,ChIJpZomznDYQogRdXEb65zGXFM,Q506385,geoId/21203,US,United States of America,KY,Kentucky,21203,Rockcastle County,US,USA,2,,,,,,,16778,8183,8595,1860,2081,1977,1803,2275,2573,2168,1385,656,1846581,37.36,-84.32,824,72.9,,,,10.19,12.87,31.09,39.13,4.148148,-2.0,9.179012,0.0,,-2.284722,62.951387
US_KY_21203,2020-01-07,ChIJpZomznDYQogRdXEb65zGXFM,Q506385,geoId/21203,US,United States of America,KY,Kentucky,21203,Rockcastle County,US,USA,2,,,,,,,16778,8183,8595,1860,2081,1977,1803,2275,2573,2168,1385,656,1846581,37.36,-84.32,824,72.9,,,,9.49,19.47,26.96,30.96,3.716049,-1.444444,9.166667,0.9144,,-2.375,64.629971
US_KY_21203,2020-01-08,ChIJpZomznDYQogRdXEb65zGXFM,Q506385,geoId/21203,US,United States of America,KY,Kentucky,21203,Rockcastle County,US,USA,2,,,,,,,16778,8183,8595,1860,2081,1977,1803,2275,2573,2168,1385,656,1846581,37.36,-84.32,824,72.9,,,,9.26,18.01,28.82,44.26,4.755556,1.211111,9.433333,0.0254,,-5.283951,49.055557
US_KY_21203,2020-01-09,ChIJpZomznDYQogRdXEb65zGXFM,Q506385,geoId/21203,US,United States of America,KY,Kentucky,21203,Rockcastle County,US,USA,2,,,,,,,16778,8183,8595,1860,2081,1977,1803,2275,2573,2168,1385,656,1846581,37.36,-84.32,824,72.9,,,,,16.28,34.73,39.07,4.811111,-1.616667,15.283333,0.0,,-4.407407,51.815709
US_KY_21203,2020-01-10,ChIJpZomznDYQogRdXEb65zGXFM,Q506385,geoId/21203,US,United States of America,KY,Kentucky,21203,Rockcastle County,US,USA,2,,,,,,,16778,8183,8595,1860,2081,1977,1803,2275,2573,2168,1385,656,1846581,37.36,-84.32,824,72.9,,,,10.88,14.84,28.19,30.17,14.366667,11.938889,18.022222,0.0,,5.037037,53.536392
