location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13009,2020-01-01,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,,6.59,8.11,5.32,9.63,7.1,3.8,,,5.83,4.56,,5.83,23.83,4.56,10.9,,4.82,3.8,12.17,7.1,,6.84,6.08,,4.06,5.58,5.83,4.56,8.87,28.39,4.82,,6.08,,3.8,3.8,4.31,6.08,40.82,5.58,5.58,,,7.86,8.62,5.07,4.56,5.58,6.08,,7.65,2.283333,14.261111,0.0,-1.709877,51.447536
US_GA_13009,2020-01-02,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,,5.82,10.97,7.16,13.43,8.95,4.03,,4.48,6.94,6.27,,3.13,19.02,4.7,9.62,,3.36,4.03,8.51,5.37,,3.58,5.37,,4.25,3.58,6.49,,9.85,28.65,4.48,3.58,8.51,,5.37,5.37,4.25,5.15,48.35,5.6,8.51,4.03,,5.82,4.25,6.04,5.82,3.81,4.48,3.81,8.055556,4.377778,11.805556,3.5052,4.12963,75.745005
US_GA_13009,2020-01-03,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,3.04,5.21,9.11,5.64,11.07,8.03,4.77,3.25,3.25,5.86,3.04,3.04,4.12,18.23,6.51,9.76,5.21,4.34,3.04,7.81,6.51,4.99,4.99,5.64,4.12,4.56,3.69,7.81,3.04,9.11,26.91,5.64,4.77,9.98,3.69,4.56,4.99,,6.94,41.01,7.59,8.68,3.69,,7.59,,5.42,4.99,4.77,5.21,,15.483333,8.838889,22.6,15.6972,14.148148,88.829875
US_GA_13009,2020-01-04,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,3.98,4.68,6.55,7.01,9.12,10.05,,,,6.78,3.98,3.74,4.44,18.0,3.27,8.65,4.44,5.61,3.51,7.95,5.61,6.08,4.21,3.27,4.21,7.25,3.27,7.95,,7.95,32.97,7.95,3.27,10.29,5.38,6.08,6.55,,3.98,40.22,,8.18,,3.27,7.48,3.98,5.38,5.84,4.21,4.68,5.38,15.127778,10.466667,18.677778,14.6812,11.154321,76.663682
US_GA_13009,2020-01-05,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,,5.11,13.4,5.32,9.15,7.87,5.53,,3.83,6.59,4.25,3.19,,14.25,4.68,9.57,5.96,6.17,,7.66,5.74,5.11,5.53,5.53,3.19,5.53,7.23,5.74,3.19,6.38,27.66,3.83,4.89,8.94,2.98,3.62,4.04,,5.53,49.78,4.04,7.02,5.74,3.62,7.45,4.68,5.96,4.47,,5.32,4.68,6.15,0.35,13.983333,0.479778,-1.796296,56.452332
US_GA_13009,2020-01-06,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,4.73,5.34,9.62,4.43,9.47,7.94,4.12,,2.9,7.33,3.21,3.21,3.05,13.74,,8.25,5.8,4.12,,8.86,3.21,,4.89,4.58,,2.6,4.73,5.96,2.29,9.01,26.26,3.67,2.9,8.55,4.28,5.04,7.18,3.36,6.41,36.04,5.19,6.41,3.36,,4.89,4.58,7.02,3.97,2.14,3.21,2.44,7.827778,1.277778,17.8,0.0,1.530864,64.456583
US_GA_13009,2020-01-07,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,4.36,4.79,8.86,3.48,9.73,10.02,4.79,,5.08,4.36,4.07,2.32,2.47,15.53,2.32,8.86,3.63,5.81,3.05,7.4,4.36,3.34,4.79,3.77,2.9,4.79,2.76,5.66,4.65,8.71,24.97,7.11,3.77,10.89,2.61,5.66,5.52,2.03,4.65,36.0,4.36,7.11,3.05,2.03,5.37,3.34,3.92,4.07,3.63,5.95,2.18,10.661111,5.544444,16.7,0.036286,4.512346,65.699828
US_GA_13009,2020-01-08,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,2.85,4.85,8.7,2.28,8.98,6.13,3.56,,5.42,6.42,7.13,,4.56,14.69,,6.42,2.99,5.7,2.28,8.41,3.14,3.99,5.99,3.14,2.85,4.42,2.57,2.99,2.28,8.41,35.93,5.13,3.71,8.27,3.71,2.99,4.42,2.0,5.56,38.64,4.71,17.11,2.71,6.42,4.56,4.28,3.28,4.13,3.28,5.85,,8.161111,0.433333,16.911111,0.0762,-2.487654,47.127421
US_GA_13009,2020-01-09,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,3.44,5.6,8.32,6.89,11.48,10.48,5.45,,4.45,5.88,4.02,4.74,4.45,15.36,4.02,7.89,2.58,6.46,2.01,6.89,4.02,,7.46,3.73,3.88,5.02,4.59,5.17,3.3,7.75,31.29,5.45,3.59,10.19,3.73,4.02,4.74,,5.88,45.64,4.74,14.07,2.87,3.44,5.74,4.31,4.45,4.88,3.88,2.44,2.58,7.377778,-0.811111,18.627778,0.0,0.771605,63.721161
US_GA_13009,2020-01-10,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,,4.72,9.74,6.24,9.89,6.85,3.04,2.59,3.8,4.26,3.5,,3.8,14.3,3.04,7.76,3.35,6.39,,8.82,3.04,2.89,4.56,2.43,4.26,3.65,4.26,3.65,2.89,5.33,28.75,4.87,4.56,7.76,2.59,3.8,5.78,2.59,4.87,36.97,3.96,9.74,2.74,2.89,4.72,3.8,5.02,3.8,2.89,2.59,2.59,14.783333,10.65,20.016667,0.0,9.240741,68.500483
